ID,CURR_AGE,GENDER,ANN_INCOME,DT_MAINT
59883F74OD,52,F,1035078,43141
87016N88BU,28,M,979127,43347
88931J94AA,59,F,532171,43260
57754M27WE,36,F,1330382,43299
11718T33OV,62,M,802567,43581
53459U18NP,31,M,1129557,43223
62727U20GH,42,F,878160,43526
19021Y85YA,30,F,642737,43325
41233P27TA,40,M,868291,43170
38882E40LP,65,F,1093881,43471
34364A46PV,30,M,1273626,43245
00516A85NS,29,F,834810,42967
61495Q83KM,59,F,804882,43315
20826M29IK,39,F,955079,43373
79528G59YU,37,F,874663,43438
98405T50JX,29,F,1035503,43031
99285S56GC,63,M,1071919,43532
73161D54TC,56,F,1940673,43210
75806R46VY,25,F,746408,43337
23355F18UN,36,F,1151079,43373
42204C76AG,28,M,800541,43223
51778Z07NI,53,F,1568039,42992
58402U85VP,56,M,758407,43584
86558X00GC,53,F,468904,43378
38904D85PI,38,M,1658351,43404
19648O43YY,62,F,513411,43530
15443A00NZ,57,M,531757,42751
70649Q01WP,39,F,1495187,42818
79359V22MW,39,M,1175848,42707
49191X42TL,35,F,1028875,43406
68588J79ZU,25,M,1058805,43555
97749Y54ID,45,M,1980585,43345
48936E92ML,42,F,1315378,43572
02168K02VW,62,M,755464,43000
20776Z46KX,50,M,1684247,43001
11949N65YG,46,F,1286252,43322
91639C40JA,60,M,515687,42906
69653F42SD,48,M,1718637,43230
74261R10YL,48,M,1382585,43521
11691P46AS,57,F,888553,43369
47201F36EO,62,M,1883430,43364
56806I14EN,60,M,1064650,43583
69276T21BS,44,M,848450,43055
00452L11MR,58,M,417315,42974
02699H13KB,55,F,1746526,43349
73729U53LS,53,M,1279477,43424
48206I04YL,59,F,1075403,43469
17673F79WU,32,F,1007757,43292
17383V82US,37,M,857979,43215
34700G27UY,41,F,1175991,43210
22275C93XN,38,F,1163174,43587
59083K81KC,45,M,1221855,43236
96730Y56QT,64,F,1827344,43394
70791X03HP,58,M,1843826,43391
02489I89HP,56,M,749989,43268
70195S59TA,63,F,1420155,43333
81191E69XQ,62,M,703561,42932
52152P04GW,36,F,1046677,42693
17731B98HX,28,F,590835,43311
35690S68MU,54,M,402548,43069
70429K07HV,60,F,484490,43459
69691Y47MY,51,M,1982368,43320
33314J72KD,29,F,1017848,43565
65260X56ZY,28,F,898938,43429
41158G23IV,60,M,1118827,43500
46711X19HN,55,M,1483301,43198
72767N23DV,42,M,1743481,43341
30744P38FR,42,M,1899915,43441
47423G90SD,63,M,1972433,43538
34307L37AZ,64,M,322045,43357
47113W99RP,58,M,893749,43326
10204T09OR,30,F,752225,43588
17957T76WD,33,F,1120091,43328
74606D98GE,63,M,493717,43576
52871V85KT,42,M,1629549,43156
99531C21HP,63,M,308497,42827
05896Q06ER,27,M,1086734,43575
75975Q85QK,64,M,1744443,43199
24016C33QK,43,F,1393276,43588
00048Y53QG,36,M,1538462,43214
22072I74SE,33,F,676618,42878
98227L97HA,53,F,306545,43220
43183H46HT,33,F,1057933,43571
29054N92FY,25,M,923629,43258
13987H17MZ,56,M,1851933,43241
68267Y20WT,49,F,1497658,43485
73361C25ST,43,M,1147151,43487
85373U15NZ,31,M,1096691,43034
33206P75BV,59,F,1479351,43466
17214T67HB,63,F,533472,43253
48217V21KC,25,F,719495,43393
96287C10EH,31,M,1303030,43285
73249U14GS,63,F,700028,42772
34877Z13XN,55,F,1443896,43639
96941W57BV,64,F,855126,42968
10255D85HA,27,M,1231733,43544
19220W55YK,41,M,1471041,43361
75974Q79XC,34,F,1071170,43395
53014R65BH,46,M,927256,42811
80149F10GK,45,F,1126771,43414
90779W67AU,38,M,1274308,43161
37397O42TB,63,F,1632498,42754
11376F09JD,54,M,1048484,43352
40787W41KS,49,F,1135095,43606
67997G00FT,51,M,1381343,43471
02578Q36EO,61,F,1863090,43051
58070H02MX,42,F,1372137,43155
49840W02AY,64,M,1913870,43569
05411V38HP,35,M,1090103,43236
97972I37IW,39,F,990408,43352
76047O70BV,46,M,1598476,43403
58051Q00PD,59,M,1839631,43316
63495V49GB,43,M,1841101,42980
52913X23FS,30,M,1083079,43248
98975E31WD,35,F,536785,43192
44611N36UW,54,F,1375272,43096
39960F24YJ,30,M,946446,43579
00960K92LW,55,F,473643,43635
83410A96FG,51,F,1386575,43181
22105H64WK,32,M,1280918,43476
83521G23SM,26,F,611264,43297
88972L78DL,56,M,1834728,43595
47168D21UT,48,M,1227595,43245
07460O57ZX,39,F,1453461,43544
32207W65AE,55,M,1537471,43185
62369Q75IJ,60,F,1320874,43406
12481C32LD,46,M,999756,43528
48609M73HT,39,F,1458359,43374
12842L32SB,65,F,1645629,43420
37434L91HJ,52,M,1689712,43479
56910Q30OY,44,M,920080,43161
09185L32QG,58,M,1161273,43153
66474I49UE,56,M,1194651,43236
77775T49IZ,34,F,626590,43437
05880Z13MM,54,F,462920,43527
55149R04ZZ,51,M,855601,42887
98349I73AG,51,F,1321097,42716
86901V68GC,48,M,1580039,43616
75821C62PJ,64,M,477496,43193
53742Q90TU,52,M,1945139,43336
76175I37PV,40,F,1075646,43639
40808N40PN,30,F,723169,43208
39524D97IB,39,F,1547069,43418
54061K34CM,52,F,1675776,43499
98416A81XS,35,M,1227706,43534
89054Z36GD,43,M,1476574,43251
46650Y43ZM,40,M,1355851,43393
10277U77VF,40,F,1516276,42768
28621Z76UV,54,M,1860094,42818
47867A77LY,50,M,1320670,43635
64701L39OD,62,F,1023621,43286
89114L27GN,34,F,843739,42825
65907F60TF,55,F,1200111,43327
90862E42KG,30,M,1293426,43638
39572O24MW,26,F,1053644,43321
32171T39UY,60,M,1933438,43463
51144W44QD,42,F,1101890,43105
04656S65XZ,38,M,1080593,43417
24313T96KT,26,F,666269,43555
85488H73AY,62,M,1181703,43387
94097F59RI,60,F,1817907,43332
58560J19DP,56,F,1219954,43536
00184U01OU,45,F,1476126,43314
05939O16BP,59,M,1251171,43633
50898H51UW,50,F,1306805,43628
75781G85FA,60,F,1170930,42766
25574Q61XX,38,M,1176510,43297
99064B47HE,58,M,678514,43110
21611R02KI,48,F,1172299,43306
39829A88GL,60,F,668666,43251
51834A71CA,28,M,958089,43176
58674W75QZ,65,F,1391282,43517
88538G95PB,26,F,802232,43237
03923N30UQ,61,M,1028964,43211
24022S60YU,39,F,1171955,43463
37615N43RE,44,M,1437972,42630
21382X40HS,46,F,1355171,43356
34096J96DH,35,F,871653,43229
21989M09LW,59,M,1915010,43500
45493R52XL,34,M,1485351,43092
84988Y04PG,46,F,893785,43458
03921E50IJ,62,M,1256966,43391
30431G07JU,62,M,1310735,43411
04045W65QO,37,F,1129980,43479
36126C70XY,49,M,1172707,43279
96135T50ZO,29,F,637101,42898
71529A78WG,33,M,1093981,43439
94138E80OC,57,M,1705722,43361
40071Y55RL,34,M,1360700,43322
76705J60MG,44,M,1928379,43542
09760E37HK,34,M,1256446,43202
58237S48PH,54,M,355279,43548
60663E88NP,63,M,1957196,43642
77563E72BH,29,F,1072066,43269
68372H19UK,57,F,1232762,43257
29237D19GR,50,M,1355860,43241
84791E63IN,41,F,1280227,43158
87977N01JV,48,M,1839616,43635
63915V07BG,59,M,1419315,43168
17608B88VK,58,M,1586776,42962
90493F32QN,39,F,1576570,43261
49555Y68SV,40,M,1061725,43342
56352P61AZ,26,F,1085982,43306
21001X57FD,53,M,547359,43232
65905C11GQ,65,M,378417,43345
32380R29XX,63,F,1612953,42917
15569M77PX,33,F,804104,43287
98894W34CY,31,M,990639,43483
46401T22AN,35,M,1310855,43132
62489A80DY,36,F,1403033,43525
60212H68MV,40,M,1383521,43356
26572G84GX,45,F,1074621,43223
08681A62CX,34,F,616096,43432
08509H37WO,46,F,1078836,43222
50998Q66FG,56,F,501799,43195
63451S49PN,56,M,1195544,43218
04315A23HW,27,F,617868,43226
29783L74WC,47,M,1249076,43193
00401J19OI,49,F,1060743,43472
18890H06GX,51,F,522812,43371
83312K48SA,52,F,741974,43248
24975A94KQ,36,F,870139,43397
79636C00KL,47,M,1422885,43097
86449N84XW,63,M,1763664,43197
86750U43WD,28,M,793471,43088
73071Y09NA,31,F,734910,43407
18600A44PV,30,M,675624,43546
46483L86XI,65,F,1835887,43264
13297V95IY,41,M,1787692,43446
58048N31NV,53,F,440771,43377
51272P04JI,58,M,1633857,43291
12730K43TD,28,M,1257779,43244
15495Q67OF,39,M,1368273,42840
15259F20BP,37,M,1985776,43362
91077V60DX,56,F,1030067,43290
60584H57CV,25,M,1322983,43197
33386H17SE,57,F,1623260,43326
54064C22TN,62,F,408903,42752
82104Z33JC,53,M,361458,43023
97659D24IM,58,F,348800,42856
95646C22XQ,58,F,1865404,43460
50967P85SE,47,M,1087374,43525
20294A55QZ,50,F,901070,42627
00318U36NJ,49,F,1220437,43168
10208Q16PK,58,F,1607336,43598
17688W32ZS,26,F,535007,42858
98166R38NF,56,M,1948990,43352
71174N99ZR,46,M,1834205,43508
43969A68BZ,34,M,1329165,43479
17369S95NL,35,F,810231,42787
25875Y45GK,65,F,413847,43249
19568P51JA,61,F,1720138,43537
31363M11OM,65,M,1329278,43326
90419P46FA,36,M,1168535,43490
08947R67PV,39,M,854746,42957
66477D86VY,59,F,1959785,42817
34244R77LH,28,F,542119,43601
35605A30TV,54,F,663810,43231
63533F60ZA,51,M,559291,43561
79940E12MG,30,M,1234469,43555
66263R51CM,61,F,725037,43187
53472H05BG,59,F,1195203,43169
31865O61RK,55,F,1392024,43396
22448K92CP,44,F,1050270,43403
46342M88LD,28,F,981093,42718
81399O61MV,37,M,1780461,43514
65089M32PY,47,F,1142330,43191
30585S15BN,46,M,1209363,43397
34518O85JG,36,F,1220300,43194
33150L13CY,31,F,999627,43311
32375N10XO,45,F,1277609,43275
63969Z04NF,32,F,1066142,43352
58670B08ER,34,M,966530,43230
64881C97OO,38,F,1207717,43247
50893M72ZS,34,M,726729,43301
10109V12BZ,55,M,561547,43222
75122R28EX,40,M,991413,42726
32883R97DV,61,M,1539142,43475
46050N73CL,48,M,1349752,42861
04882X88LR,34,M,819116,42969
49240E92RY,34,M,899360,42853
17050N99YS,33,F,824543,42986
18429Q14VD,47,M,1473051,42663
31037A44IG,48,M,906623,43156
67831R09RL,36,F,952904,43313
33318E15SA,59,M,955747,43365
00978T06ZO,28,M,1164209,42627
75481Q42SA,32,M,1377786,43253
45358G56CF,55,M,452504,43168
69112D70PL,38,M,1484594,43623
02587A71XK,46,F,1550560,42879
89133G88UD,46,M,1469200,42649
69589K20WG,53,M,1587994,43621
58512V18DE,52,M,700344,43453
01791N59RK,36,M,1431283,43476
93557D28VW,29,F,742758,43240
73742Y27FG,40,M,1018223,43395
68843F26AY,50,F,842455,43430
33920X16SP,36,F,1316399,43131
69910K61UW,61,F,1874228,43570
34695I97JZ,33,F,1159561,43182
92706N72DH,52,M,820004,43455
76354F20XO,41,M,1246494,43550
92146N15YY,61,M,1459220,43291
59408X11BY,48,M,830869,43436
97967M20GF,61,F,1926521,43527
36781P04YH,40,F,1377068,43251
02958S79PA,51,F,844479,43375
72836D81GU,28,F,908220,43209
70436V87JG,49,M,1024713,43312
70446S20EJ,60,F,1561323,43430
62395D15KO,54,F,947874,43307
09865J36US,28,M,1198677,42875
07131J62LW,30,M,1069490,42882
45952U58LI,52,M,1889911,43579
09598N37EX,47,M,917167,43419
28042M08BD,45,M,813168,42763
43595P59GP,33,F,1135738,43294
08611H21VP,54,F,521063,43436
95928V87FT,56,F,1276375,43423
12285W46OC,64,F,1301286,42654
96991N83QX,45,F,1048194,42854
71425F04XE,43,F,1011967,43258
99277K58HU,44,F,1549533,43375
12638C46AL,28,F,513967,42949
97188Z68NE,54,F,771917,43634
88188L14IK,34,M,905717,43422
76580D53NT,40,M,912355,43147
96629L27RJ,43,M,950203,43196
98283M93DS,63,F,1200434,43572
51656Q51UY,42,M,1517520,43276
72527W15VV,44,M,833276,43434
17789X16SP,39,M,1807966,43430
18826G31GA,43,M,1957862,43602
99595X99TP,37,M,1813448,43265
89980R18TX,35,F,949242,43583
52161L56ZZ,65,F,1869817,42773
74768T94OS,54,M,1952971,43405
67521A78MK,39,M,838117,43320
91840V92AS,54,M,1686420,43513
34300G90NT,40,M,1082558,43045
56585L80FV,36,M,1194161,43295
35896O89RH,43,F,847615,43218
02428W54NY,27,M,870438,43359
04699K20JQ,30,F,725160,43480
99921R53HY,53,F,544707,43160
71819O79EW,27,F,525786,43534
44856E49KO,31,F,929592,43429
96139D69RG,33,M,701012,43166
04177K08SH,36,M,1828449,43419
11442L79FU,25,F,962548,42673
48610I56VS,33,M,1308311,43534
32973P60RX,59,M,1564072,43151
23929H43DS,43,M,1303171,43463
59737B80XF,49,M,1419055,43436
57354M44QL,34,M,1127281,43461
10658C49UV,32,M,1147391,43550
88937D96IJ,40,F,1078759,43564
06522S90NS,46,M,1046601,43063
93996V43BK,27,F,1034807,43351
15098D60DT,29,F,915841,43568
47741C64OP,49,M,1611599,43596
86590N20FA,39,F,1268601,42859
58158I61RA,49,M,826119,43395
97009P06IL,30,M,801949,43290
29815U52QO,57,F,1611546,43256
80476L87WW,43,F,954548,43235
80829L04GC,33,M,1246127,43322
76647A67PZ,39,F,820331,42683
52123Y64NM,39,M,1721277,42971
03969P39NH,46,M,1835221,43446
05969B02BH,37,M,1654840,42828
22135C53II,59,M,1871015,43569
34403Y10AF,49,F,1491339,42650
54414K17GX,26,M,980981,43533
33291K11YW,60,F,1913126,43399
36714V92OD,41,M,1960308,43600
21510P25XS,29,M,1483399,42989
04276O74BG,39,F,1575065,43439
90019L61GL,47,F,1458378,42813
13897H95BY,36,M,1669393,43324
42547Y36TB,46,M,1416236,43479
62414M56BE,50,M,1418056,43349
17230N57VF,36,F,1403408,43331
01254Q16IE,65,M,629551,43178
00251E30FQ,57,M,907429,42817
30268X22YF,56,F,1295722,43071
99809U05QN,28,M,1348016,43397
50475X03NW,48,F,1576893,43500
88930I44MJ,48,F,1492839,43250
49022X39TS,53,F,1860057,43296
14552S80DB,27,F,536818,43439
83604I89JT,62,M,616044,43497
29549D09WQ,44,M,1484402,43457
54187T89VV,61,F,977618,43367
73084P75UV,59,F,354561,42918
74971C47ZB,58,M,469067,43637
38610Q72HQ,39,M,1860576,43163
83262Z21IG,48,F,1303580,43641
92410P10XO,65,M,1796055,42997
01096B11SK,33,F,548516,43498
23915X45VX,26,F,1031896,43359
49446Q97YB,45,M,1165001,42630
87962V57FK,30,F,1158405,43330
73344T36TM,47,F,859295,43159
20281C73WQ,53,F,967570,43279
31011U37OA,32,M,724772,43620
34968J86WG,46,M,1068879,42760
91381P64WQ,45,F,1357113,42635
77742Q41DF,43,M,1504762,43389
47900A91FL,57,M,313624,42887
65058G51YC,26,F,854491,43206
34893I40KA,34,F,911591,43295
01364H69KW,40,F,1398597,43390
97971M41AP,49,M,1396557,43321
64504I07NY,62,M,1651359,42909
41625O41IA,39,M,1717522,43216
43424O15KJ,61,F,1010808,43460
25803H50GV,63,F,1031600,43368
04436G10OR,29,M,1189617,43204
58354S47KI,65,F,1754568,42808
41556Y02BD,37,M,1573274,43291
52566A79HS,55,F,643033,43510
63949I68XH,44,F,852956,43179
42466T00TY,56,F,1740325,43356
00106Q23UE,53,M,1925606,43149
19449M28HC,34,M,1452715,43168
99817E14WO,65,M,1018641,43640
27682J00OV,47,M,1083385,43568
72881P30RU,26,F,1001163,43335
23503Q60NG,34,F,1181036,43441
27494Q79OU,54,F,739649,42639
90770U31OP,58,M,1666920,43403
15390W27HH,30,M,1257835,43009
56675C19PA,49,M,1420348,43406
03279B60HA,27,F,853418,43586
36639B33HI,41,M,1530591,43069
99265V88PQ,59,M,1127627,43087
47339H66TU,47,M,1084026,43518
98564D01FA,36,M,1575726,43498
46702Z37RS,55,F,545921,42737
79126N58GP,53,F,1332204,43055
35679K36BJ,42,F,1253926,43129
58546M31FX,63,F,1522485,43268
99245H77XP,44,F,1200555,43147
89290K38ZJ,25,F,1087757,43327
09187I08ZB,53,M,397626,43523
47075R04TK,61,M,1400816,43347
94160X93ZG,41,F,972677,43174
03484N58MH,59,F,986596,43206
79617E09PF,49,F,1118919,43338
16170Z10FG,31,F,532802,43166
46718M50EV,35,M,996610,43582
21354N23ON,41,F,941588,42903
86332G48XG,49,F,1133653,42823
33092S30NK,35,F,643598,43240
01651D89NP,45,M,1570419,43319
46917Y52YP,48,M,1240156,43355
55363N43LT,57,F,1927880,42987
81392J13FS,65,M,941830,43644
27956F92PI,65,M,959548,43447
44776P13AO,45,M,1767745,42905
65587F20LG,35,M,1229634,43327
16758F06OP,44,M,1538145,42826
55459A03BC,25,M,1445678,43629
87850F39AG,60,F,1104995,42771
89808L78HC,32,F,766379,43022
23363P07WV,53,F,1218117,43535
34574K67XW,31,M,1313463,43432
92666Q58UY,30,M,1129525,42854
88905J31NM,36,F,1364785,43441
82411J48XJ,47,M,1288428,43525
37089V62JP,62,F,539335,43473
51097G66AF,40,F,1193500,43149
04077M55AO,64,F,1030097,43222
88791A75NA,31,M,1240239,43365
94604H16YH,52,F,1512680,43561
52347D50KD,64,F,556614,43430
72639I48IJ,29,M,1325015,43440
91397X75YC,45,F,1094020,42877
46918A56JD,29,F,1023262,43201
20409M45FZ,28,F,666484,43342
96719N82UY,29,F,1104842,43455
58450P67RQ,39,M,945735,42741
13731L37LO,25,M,871202,43491
97957F34HF,62,F,1920357,43415
84503C65DB,55,M,1867650,43639
00534G89JY,28,F,618273,43072
45230K02LF,63,M,1359721,43236
67956Y65BB,60,F,1344209,43176
99554I14CX,39,F,1499398,43281
21808K68NL,63,F,573343,43476
20673E60VL,50,F,1301805,42811
60479M20KX,63,M,1980416,43598
45484J82CG,25,M,1215466,43152
50979Q54VO,65,M,1421286,43549
26330N79YX,34,F,889751,43258
97174H49PH,41,F,861953,43128
19682Q21RH,49,M,1959154,43186
23565T00FG,54,M,734105,43369
46373A40EU,58,M,432311,43241
41482F93BV,31,M,1307310,43226
92290Z43DM,49,M,1974843,43317
42953C11LA,42,F,907454,43273
82520I85GQ,27,M,1319056,43315
17675L22JO,29,M,1089199,43410
53375E05PK,49,F,1584909,43231
82727G86DN,54,F,1291719,42713
42797O32SI,49,M,1254160,43243
47394A85FW,40,M,960146,43281
84253I14IP,49,M,1278690,43455
01470U06PZ,46,F,829817,43314
20815E75MZ,62,M,1089971,43279
55828W01SE,61,M,1123550,43366
76896P33YC,26,F,837006,43403
26046O44SF,42,M,1856198,43483
42473X11CN,37,F,991582,43417
19871R96LY,59,F,629000,42767
15124C96GV,30,M,619946,43390
29790V04JK,51,M,899545,42871
07109K08EL,34,F,675930,43411
00569X68ZH,61,F,1015466,43235
33148U82SQ,64,M,443427,43348
29327U41BT,56,F,1549572,42978
05315V07CC,38,F,825133,43305
34814P22DE,65,M,1343535,43197
11336K00KX,41,M,1376987,43587
90093J15YF,59,F,1216227,42925
21932A59BE,53,M,833372,43635
93293E42OU,28,M,1271828,43169
17635P89UD,60,M,1355303,42689
52572I05CY,37,F,1008820,43325
86192L64CT,37,M,1014190,43496
06591F56CH,30,M,715136,43286
71098H40MO,33,F,1024383,43404
80322C11LD,28,F,881346,43437
00370U07RT,54,F,1424096,42799
62504B93EV,34,F,976310,43532
28374S16CZ,54,M,1498717,43293
80017Y77AT,53,F,1452779,43591
67842J11VJ,62,F,1917253,43640
66122E23AG,35,F,970717,43169
49725B55GP,56,F,1774466,43410
25730F93ZI,58,F,1932635,43347
90993Z73FK,52,F,1286147,43319
71938Z69NO,35,M,861695,43073
06182A87RO,39,F,1063147,43158
92331R68IA,35,M,1136737,43236
77321Z61YY,35,F,705464,43206
83101K40JQ,44,F,1579794,43283
38432R95CQ,63,F,1434380,43356
66937Y41TC,42,F,1178480,43521
03900F40JO,45,F,1341540,43162
39069Q82FD,59,F,430759,43580
08276Z24MO,52,M,1135384,42846
60395K54YR,48,M,1109383,43260
64467I44SU,60,M,940439,43488
28817D96NS,31,F,519838,43370
72813A87GX,59,M,1185009,43036
55975W96DY,44,M,1551642,43211
04690R61LG,64,M,485141,42875
49797L57GO,31,M,1479840,42775
75108C38UX,50,M,1698406,43155
83949Q86XX,47,F,802713,43258
01395V28OB,56,M,1358250,43057
32352C03QF,39,F,1389885,42846
09805M77ZS,49,M,809906,42727
18059C78SC,40,M,876869,43484
09593N79OT,42,M,1690985,43471
91093X78NZ,42,F,1197930,43173
94095I10KS,27,F,601221,42724
89226R99TJ,50,M,1806191,43148
37471P43MP,32,M,1448436,42651
24785Y75VU,40,M,1039965,43316
60678O28HK,61,F,810506,43059
07257V11EK,59,F,1290327,43633
12280B26LU,60,F,1976986,43536
98983M53CX,39,M,1236130,43126
13787L43DH,49,F,1211813,43565
51329H76EL,62,M,688784,43584
56356S77MG,49,M,1829174,43259
93339R04CV,56,M,1974471,43550
73763I54MR,28,F,774005,43352
80102P83LA,59,F,1916541,43532
48065L58AQ,40,F,1046687,43078
81306Y59KD,28,M,890172,42845
62727D68CL,37,F,881806,43254
70836U12QK,37,M,808968,42823
81373U32UU,38,F,1020397,43223
24303Z05RZ,48,M,1588128,43428
48508S50DO,64,F,1115292,43190
50847A88QO,63,M,1999106,42892
18729N55SW,41,F,1281245,43315
99292V59WY,47,F,1353589,43248
58947B16WF,55,M,711123,43302
00212M10JK,39,F,1057762,43177
02129G25TI,50,F,1332397,43591
45518W41IT,52,F,742593,43380
70418E27LC,64,M,1739365,43229
29702Q23IW,39,F,964140,43320
01653P67TM,32,F,840946,43372
80424T83HX,50,F,908916,43638
29577G96YV,56,M,1333091,43639
01571S28XC,43,F,1223886,43283
46515A79LD,59,M,1353571,43503
49981Z96AD,43,F,1176604,43433
61932E25RP,54,F,1792768,43580
17523C14SW,28,M,1477012,43270
60023U39RT,47,M,1848237,43188
42033T92WN,54,M,683880,42977
77574I04FI,31,M,798900,43375
38394F41YM,64,M,863657,43634
36079D26SQ,60,F,371099,43641
83766W09KO,60,F,868064,43457
83757K64CZ,43,M,1119831,43349
72236B97NX,27,F,1197008,43109
37186P37DG,38,M,987730,43197
09485V10FC,52,F,1558847,43156
70822G84SW,47,F,934591,43327
24005P64MZ,56,M,807839,43343
32288O89OL,39,F,1308948,43200
26198C52XR,32,F,746485,43382
61128F32TG,58,M,1461124,43276
74872S95RL,25,F,663986,43596
52890O39XO,51,F,592284,42692
49217L44TX,36,F,1248144,42674
41056N71MY,47,M,1427588,43579
33665P75LS,28,F,562041,43380
33720J41WW,25,M,676597,42793
54013I97GL,55,F,568957,43337
57277Y69VK,50,M,1310500,43240
68378P39WI,34,M,780261,43152
00487T96NY,56,M,1316053,43611
57056A64DW,55,F,1246363,43611
50005E60NR,26,F,1012304,43535
25123N27OQ,34,M,1388200,43271
37285F70OR,43,F,1195536,43506
25549K94SH,40,M,1807401,43527
65580L70WC,56,M,964836,43237
21906N57ZI,36,M,1749798,42927
78080G30EA,25,M,1269585,42790
70279W44JW,64,F,1018310,43359
18528I95UP,27,F,856478,43172
93939Z71UP,57,F,864247,43318
39107U13HL,47,F,1358454,43342
96043M85TI,47,F,1339323,42637
98480W77TR,56,F,739344,43266
50820P83DP,44,M,805555,43220
96965C65SL,42,M,1011527,43007
08834K23VV,43,M,1216470,43359
12995X00GE,55,F,1581464,43349
60644P28RO,56,M,1261666,43398
01001Y26EQ,25,F,961499,43628
14704Z50ZG,49,M,1866648,43221
99116T02AL,36,M,846403,43203
68135X71GL,61,F,1836344,42763
60173I66VS,31,M,1319269,43171
85189F04PD,51,M,1827060,43591
59213D75IW,49,F,868628,43191
50729E22KK,47,F,1215008,43311
89092G97TZ,31,M,769616,43480
98096Y37MS,65,M,1315941,43457
18604P89QT,44,F,939733,43484
53264Y19TL,27,F,941579,43279
46772P36LE,65,M,1422625,43311
54673L36NL,32,F,806181,43286
83869B44JR,54,M,1569754,43542
24731F78AT,26,F,574358,43569
52313A91TV,65,F,1025484,43039
54435B58MB,49,F,1446063,42765
64820F78FU,40,M,1502164,43522
30861I26VV,58,F,1410248,43490
73271Z80OL,49,M,890648,42704
17302W00ZW,32,F,831851,43465
50961C82PZ,46,F,1020281,43418
25630P31YN,34,F,717052,43210
30270Q30IS,31,M,627367,43228
90259L17SW,29,F,928140,43375
76039K57FU,61,F,700100,43331
54308U28HH,53,M,877730,43181
25367F20TN,41,M,1341688,43180
27178O70YM,56,M,1157251,43387
05681A16QK,50,F,1200744,43218
72634S77HO,54,M,1670266,43274
26568L77BQ,48,F,919228,43583
73982M06TG,51,F,1967586,43270
94348W04NB,44,M,1162804,43349
55799W97GQ,34,F,912439,43363
07772N39KD,51,F,1325274,43237
90719D42KI,35,M,1212295,43093
81417P32QS,36,F,1389760,42855
56467E45WU,56,M,1726846,43555
23421M41PZ,51,F,1010461,43102
92616S80DT,41,F,1538405,43250
34724C74DD,43,F,1445400,43257
87175C98NM,44,M,1873438,43231
27759R31HX,38,M,962987,43245
40347E57FH,30,F,713275,42915
48761B60BJ,31,M,1341495,43208
42295P49RZ,36,F,1540761,43260
05648H88EL,62,F,831891,43300
20580A62CD,42,F,1277133,43021
78418K01SR,56,M,779642,43497
69579X76PE,43,M,1960646,42755
96757N45RP,65,M,583999,43235
36642L14FB,50,M,975728,42759
02021J34IM,27,F,713421,43533
18698P67SP,64,M,1615319,43521
03613X25AT,34,F,539196,43238
44256B45WJ,37,F,919964,43363
13118W35JG,31,F,560968,43282
05186H41OX,53,F,419451,43362
43853C24HS,50,M,1952909,43603
04006Q71PM,51,M,1067154,43229
04267E31JB,32,F,985047,43382
10785P15LQ,55,M,1738650,43304
05732Q47XS,31,M,1136483,42809
12283U53JF,54,F,1241182,43577
83753H64LS,57,M,356590,43505
46341Y41CJ,29,F,859388,43381
42447N47JY,41,F,1300772,43614
27544K60FK,34,M,956420,43311
66010Q94NC,30,M,1287533,43348
76637Q58UV,57,F,1379598,43305
19407U74NN,26,F,722101,43593
75285M08WF,42,F,1594334,43132
11130T94UF,62,F,1448116,43509
80950G53QE,60,F,652282,43293
02562E33KO,33,F,1027577,43279
27599R97UJ,54,F,430836,43409
28842W36MR,42,F,1087525,43326
69155G20OS,25,M,822599,43565
91801L30XI,52,F,1556214,43413
13827D94XI,57,M,1286912,43197
48420B79GV,42,M,1863669,43206
81373W77XZ,56,M,957132,43482
16346O63XT,55,M,1335785,42691
87299A39BW,65,F,1601484,42904
11156C51HB,64,M,1347035,43363
73984T82AQ,46,M,1279977,43213
02929Y84CR,35,F,598759,43274
09814T45XC,65,M,821581,43326
11773Y16TU,58,M,880479,43266
84092H24XH,50,M,871826,43485
61889F37TV,65,F,1812114,43202
64412J87RR,34,M,842549,43549
96693P97MK,59,M,393523,43615
71626O87MC,52,M,1813377,43386
44422T06GT,62,F,540452,43439
80590P21YI,56,F,742743,43275
75503D25AC,27,M,744307,43515
60095X12LM,59,M,1862455,43229
52128Z53LU,33,M,1391186,43036
05110N99NP,36,F,1537778,43557
87135Z46IW,59,M,516460,43339
86866Y26JU,61,M,304785,43192
63447R87TN,44,M,1933513,42994
36231D18HV,52,M,1406920,43400
70519V37NG,50,F,1324494,43262
54289Y20FH,54,F,1615322,43441
10042K99MO,27,M,998751,43372
58698Z63NS,34,M,866591,43207
95715S38JK,33,M,889100,43621
26553G32OY,63,M,1159895,43341
71829J69PR,37,F,1048543,43526
84955Y23QQ,47,F,958020,43392
73468O27GN,38,M,887010,43328
79319G71PG,62,F,1892387,43536
24282M97JP,51,M,1212153,43191
28126R81NP,58,M,1665633,43209
11255X91FC,35,F,846246,43174
74674K75WF,27,M,1364259,43489
25242Q64WB,38,M,966885,43215
12093U48GG,53,F,470484,43612
71340S21HB,27,M,953010,43416
63803Z42ED,37,F,1226052,43154
17124V48BG,39,M,954724,43434
73524G38QA,31,M,1476345,43185
63329I24HH,50,F,1392483,43309
33722E58KD,46,M,1111095,43283
36985T84UT,56,M,324199,42638
